customer_id,join_date,home_city,home_country,home_lat,home_lon,age,segment,baseline_risk
1,2024-12-25 18:07:52.064194,London,UK,51.507351,-0.127758,34,Affluent,0.08417300147450697
2,2025-09-06 22:42:03.064194,Paris,FR,48.856613,2.352222,66,Student,0.07721771076128525
3,2025-05-14 22:14:59.064194,London,UK,51.507351,-0.127758,52,Mass,0.1294735501378835
4,2025-07-26 08:05:43.064194,London,UK,51.507351,-0.127758,35,Mass,0.02540779136858165
5,2025-06-07 01:25:30.064194,Paris,FR,48.856613,2.352222,68,Mass,0.1482777617140995
6,2025-01-09 06:51:38.064194,Mexico City,MX,19.432608,-99.133209,24,Mass,0.1392834523223297
7,2025-03-20 11:07:21.064194,Calgary,CA,51.044733,-114.071883,45,Mass,0.09336562168400006
8,2025-03-09 04:16:31.064194,Vancouver,CA,49.282729,-123.120738,58,Mass,0.20792917473191846
9,2025-06-18 08:39:51.064194,Paris,FR,48.856613,2.352222,49,Mass,0.01
10,2025-03-12 00:41:20.064194,London,UK,51.507351,-0.127758,22,Mass,0.14096795625837166
11,2025-01-24 19:01:06.064194,Mexico City,MX,19.432608,-99.133209,43,Mass,0.08569372790364796
12,2024-11-30 07:10:41.064194,Vancouver,CA,49.282729,-123.120738,66,Senior,0.06594534299238256
13,2025-09-03 23:10:05.064194,Montreal,CA,45.501689,-73.567256,50,Senior,0.19149970468019756
14,2025-06-03 23:33:18.064194,London,UK,51.507351,-0.127758,59,Affluent,0.09141407127481613
15,2025-08-23 11:20:33.064194,New York,US,40.712776,-74.005974,26,Senior,0.1736901029376079
16,2025-06-06 23:57:53.064194,Vancouver,CA,49.282729,-123.120738,73,Senior,0.05413195829902199
17,2025-05-05 17:43:49.064194,Montreal,CA,45.501689,-73.567256,54,Mass,0.1796330714700624
18,2025-06-22 11:11:17.064194,Paris,FR,48.856613,2.352222,38,Student,0.06322816788084787
19,2025-02-13 20:19:26.064194,Toronto,CA,43.65107,-79.347015,35,Senior,0.18463711494653393
20,2025-07-09 13:04:52.064194,Mexico City,MX,19.432608,-99.133209,21,Mass,0.04098537292437762
21,2025-03-19 00:14:29.064194,San Francisco,US,37.774929,-122.419418,58,Mass,0.05681362172825161
22,2025-02-26 03:07:48.064194,London,UK,51.507351,-0.127758,45,Mass,0.07676570649669201
23,2025-09-03 12:05:37.064194,Mexico City,MX,19.432608,-99.133209,65,Mass,0.01
24,2025-03-14 02:17:56.064194,Vancouver,CA,49.282729,-123.120738,41,Affluent,0.01
25,2025-01-04 13:55:33.064194,Mexico City,MX,19.432608,-99.133209,52,Student,0.10753538029958662
26,2025-01-15 02:54:08.064194,Toronto,CA,43.65107,-79.347015,39,Mass,0.01
27,2025-09-04 21:01:06.064194,Paris,FR,48.856613,2.352222,53,Affluent,0.08738904590746785
28,2025-01-13 02:57:19.064194,Montreal,CA,45.501689,-73.567256,61,Mass,0.08296089137393123
29,2025-01-24 21:30:39.064194,Toronto,CA,43.65107,-79.347015,42,Mass,0.0395653238636264
30,2025-06-18 20:00:44.064194,Toronto,CA,43.65107,-79.347015,52,Mass,0.09086209730455853
31,2025-04-22 15:22:52.064194,Calgary,CA,51.044733,-114.071883,68,Mass,0.1647537595224708
32,2024-12-18 08:40:16.064194,Calgary,CA,51.044733,-114.071883,35,Affluent,0.01
33,2025-08-19 06:05:30.064194,Mexico City,MX,19.432608,-99.133209,39,Mass,0.08820846102794623
34,2025-07-23 03:48:39.064194,Toronto,CA,43.65107,-79.347015,56,Mass,0.1573723981654662
35,2024-12-25 09:50:13.064194,London,UK,51.507351,-0.127758,19,Affluent,0.01
36,2024-12-10 23:12:17.064194,Chicago,US,41.878113,-87.629799,64,Mass,0.01
37,2025-06-01 22:44:08.064194,London,UK,51.507351,-0.127758,47,Senior,0.11113600898733039
38,2025-01-24 07:48:40.064194,Mexico City,MX,19.432608,-99.133209,39,Mass,0.02651959207011538
39,2024-12-21 11:44:56.064194,Calgary,CA,51.044733,-114.071883,71,Mass,0.1388863960982438
40,2025-02-21 03:29:49.064194,Paris,FR,48.856613,2.352222,67,Senior,0.029005814472686228
41,2025-04-10 02:49:02.064194,Calgary,CA,51.044733,-114.071883,46,Mass,0.03891883929645964
42,2025-09-08 07:45:04.064194,New York,US,40.712776,-74.005974,41,Mass,0.033657415751076614
43,2025-07-30 03:26:52.064194,London,UK,51.507351,-0.127758,29,Mass,0.1112459172611519
44,2025-06-18 14:20:16.064194,Toronto,CA,43.65107,-79.347015,27,Mass,0.07835199103899722
45,2025-03-06 22:14:30.064194,Montreal,CA,45.501689,-73.567256,48,Affluent,0.04915364985025777
46,2025-07-17 20:01:29.064194,London,UK,51.507351,-0.127758,53,Mass,0.2236803579894109
47,2025-03-20 06:08:00.064194,New York,US,40.712776,-74.005974,54,Mass,0.18995761153350998
48,2025-07-09 20:47:06.064194,San Francisco,US,37.774929,-122.419418,73,Mass,0.13210450695434992
49,2025-08-06 12:11:07.064194,Paris,FR,48.856613,2.352222,34,Affluent,0.01
50,2025-01-08 21:18:26.064194,Montreal,CA,45.501689,-73.567256,44,Mass,0.09492624010821141
51,2025-05-11 03:26:56.064194,New York,US,40.712776,-74.005974,64,Mass,0.2234980624686403
52,2025-08-13 00:40:22.064194,Chicago,US,41.878113,-87.629799,49,Mass,0.13042739102151943
53,2025-05-05 19:21:51.064194,Calgary,CA,51.044733,-114.071883,70,Mass,0.23563024784810713
54,2025-03-05 00:22:34.064194,Paris,FR,48.856613,2.352222,58,Student,0.14748569564002864
55,2025-07-19 08:16:53.064194,New York,US,40.712776,-74.005974,64,Mass,0.08386070219292076
56,2025-06-26 09:13:35.064194,Toronto,CA,43.65107,-79.347015,43,Mass,0.1427268809607411
57,2025-02-25 22:15:24.064194,Montreal,CA,45.501689,-73.567256,43,Mass,0.051327371393370354
58,2025-06-30 17:28:44.064194,Mexico City,MX,19.432608,-99.133209,54,Affluent,0.09133744625932827
59,2025-09-11 10:10:34.064194,Montreal,CA,45.501689,-73.567256,26,Affluent,0.1587400709295705
60,2025-05-23 23:05:23.064194,San Francisco,US,37.774929,-122.419418,54,Mass,0.11453741851977246
61,2025-09-15 20:48:33.064194,Montreal,CA,45.501689,-73.567256,37,Student,0.01
62,2025-06-27 06:30:49.064194,New York,US,40.712776,-74.005974,52,Senior,0.13165084041285646
63,2025-06-25 04:24:05.064194,San Francisco,US,37.774929,-122.419418,70,Mass,0.16162924443523471
64,2025-08-14 03:35:29.064194,Montreal,CA,45.501689,-73.567256,71,Student,0.08566108721856079
65,2025-06-30 17:50:51.064194,Toronto,CA,43.65107,-79.347015,70,Mass,0.0897359488796165
66,2025-01-04 04:53:25.064194,Toronto,CA,43.65107,-79.347015,66,Senior,0.2944397071346049
67,2025-01-03 02:01:56.064194,Calgary,CA,51.044733,-114.071883,65,Mass,0.07593997687390455
68,2025-03-01 17:28:38.064194,Calgary,CA,51.044733,-114.071883,22,Mass,0.1327856170138133
69,2025-08-28 10:36:34.064194,Toronto,CA,43.65107,-79.347015,34,Mass,0.10883724284691826
70,2025-01-21 21:51:44.064194,London,UK,51.507351,-0.127758,50,Affluent,0.2469753957283756
71,2025-01-31 04:29:35.064194,San Francisco,US,37.774929,-122.419418,37,Student,0.07164954705812956
72,2025-04-02 11:48:16.064194,San Francisco,US,37.774929,-122.419418,63,Student,0.14911856615434219
73,2024-12-07 04:16:49.064194,San Francisco,US,37.774929,-122.419418,34,Mass,0.13240988198737666
74,2025-06-15 05:59:36.064194,Montreal,CA,45.501689,-73.567256,56,Mass,0.06403906906115428
75,2025-04-12 06:20:12.064194,Mexico City,MX,19.432608,-99.133209,42,Affluent,0.2069616013872082
76,2025-03-24 22:23:09.064194,Calgary,CA,51.044733,-114.071883,62,Mass,0.10083215884023311
77,2025-05-12 09:20:06.064194,New York,US,40.712776,-74.005974,30,Mass,0.09101108214308468
78,2024-12-21 11:30:44.064194,Chicago,US,41.878113,-87.629799,70,Mass,0.01
79,2025-01-15 00:52:25.064194,Montreal,CA,45.501689,-73.567256,40,Affluent,0.11886022869058681
80,2025-03-17 20:20:14.064194,New York,US,40.712776,-74.005974,28,Mass,0.07083193284623196
81,2025-09-14 15:17:18.064194,Chicago,US,41.878113,-87.629799,48,Mass,0.06513665713587691
82,2025-04-23 12:47:48.064194,Toronto,CA,43.65107,-79.347015,26,Student,0.060751674984107
83,2025-04-07 17:03:58.064194,San Francisco,US,37.774929,-122.419418,49,Mass,0.17152237408445759
84,2025-08-20 10:52:06.064194,Montreal,CA,45.501689,-73.567256,40,Affluent,0.01
85,2025-01-31 10:05:56.064194,Vancouver,CA,49.282729,-123.120738,26,Affluent,0.1555420410124203
86,2025-06-27 06:58:29.064194,Calgary,CA,51.044733,-114.071883,65,Mass,0.06148878638061219
87,2025-03-30 08:02:05.064194,Montreal,CA,45.501689,-73.567256,32,Mass,0.22315530413544854
88,2025-08-20 22:53:31.064194,Toronto,CA,43.65107,-79.347015,21,Student,0.03658096507262669
89,2025-02-08 21:30:33.064194,Toronto,CA,43.65107,-79.347015,25,Mass,0.0682406169091104
90,2025-07-25 16:18:15.064194,London,UK,51.507351,-0.127758,55,Senior,0.11509832604106394
91,2025-05-26 22:11:07.064194,London,UK,51.507351,-0.127758,22,Mass,0.20913305723263434
92,2025-03-24 00:49:33.064194,Vancouver,CA,49.282729,-123.120738,63,Mass,0.07998833323479738
93,2025-04-23 04:37:03.064194,Paris,FR,48.856613,2.352222,18,Mass,0.17182255367318494
94,2025-07-19 10:17:10.064194,Calgary,CA,51.044733,-114.071883,46,Mass,0.09363015350039468
95,2025-06-19 05:46:54.064194,London,UK,51.507351,-0.127758,39,Mass,0.21352960903913695
96,2024-12-28 19:00:22.064194,Paris,FR,48.856613,2.352222,37,Mass,0.01
97,2025-07-06 10:17:40.064194,Calgary,CA,51.044733,-114.071883,70,Mass,0.07319015829719774
98,2025-02-08 17:59:09.064194,Vancouver,CA,49.282729,-123.120738,24,Mass,0.12823514147503742
99,2025-07-08 10:04:51.064194,San Francisco,US,37.774929,-122.419418,27,Affluent,0.1238906893639242
100,2025-09-20 16:38:50.064194,San Francisco,US,37.774929,-122.419418,45,Mass,0.07177668047602323
101,2025-03-19 22:33:56.064194,Montreal,CA,45.501689,-73.567256,20,Affluent,0.0742275469212482
102,2025-02-22 07:59:42.064194,San Francisco,US,37.774929,-122.419418,63,Senior,0.027381467388299496
103,2024-12-09 01:40:30.064194,San Francisco,US,37.774929,-122.419418,58,Mass,0.019135716660380983
104,2025-03-30 13:18:12.064194,Calgary,CA,51.044733,-114.071883,60,Senior,0.03258621643623119
105,2025-08-19 17:02:16.064194,Toronto,CA,43.65107,-79.347015,41,Senior,0.11951572800869537
106,2025-01-16 02:00:43.064194,New York,US,40.712776,-74.005974,27,Student,0.08221453003996484
107,2025-01-22 09:11:47.064194,Mexico City,MX,19.432608,-99.133209,31,Student,0.0441893601662361
108,2025-01-10 23:45:42.064194,New York,US,40.712776,-74.005974,72,Mass,0.12015034529023427
109,2025-07-31 15:33:45.064194,Toronto,CA,43.65107,-79.347015,37,Mass,0.13223661988843238
110,2025-06-09 12:31:54.064194,Calgary,CA,51.044733,-114.071883,19,Affluent,0.01
111,2024-12-29 13:46:58.064194,Vancouver,CA,49.282729,-123.120738,29,Affluent,0.17208295447391392
112,2025-08-08 13:31:41.064194,San Francisco,US,37.774929,-122.419418,52,Student,0.20382648651018853
113,2025-06-14 00:56:12.064194,Mexico City,MX,19.432608,-99.133209,25,Mass,0.1389333374216981
114,2025-07-13 05:47:25.064194,Mexico City,MX,19.432608,-99.133209,58,Mass,0.11106838283104634
115,2025-09-03 17:02:35.064194,Montreal,CA,45.501689,-73.567256,70,Mass,0.09463378295267268
116,2025-06-27 16:40:31.064194,Toronto,CA,43.65107,-79.347015,68,Mass,0.16773719511807508
117,2025-05-19 03:05:12.064194,Vancouver,CA,49.282729,-123.120738,58,Affluent,0.16514108768776775
118,2025-06-20 00:02:19.064194,Calgary,CA,51.044733,-114.071883,55,Student,0.08215781573682601
119,2025-05-05 04:00:07.064194,London,UK,51.507351,-0.127758,38,Mass,0.07632087639380666
120,2025-03-20 10:36:00.064194,New York,US,40.712776,-74.005974,33,Mass,0.21579883768535568
121,2025-06-07 15:55:38.064194,Toronto,CA,43.65107,-79.347015,47,Affluent,0.06866126100940416
122,2025-02-08 03:15:55.064194,Mexico City,MX,19.432608,-99.133209,59,Affluent,0.01
123,2025-03-06 15:31:23.064194,Chicago,US,41.878113,-87.629799,68,Mass,0.062479481057768835
124,2024-12-18 11:54:40.064194,New York,US,40.712776,-74.005974,26,Student,0.023093707608035086
125,2025-05-04 00:44:44.064194,San Francisco,US,37.774929,-122.419418,18,Mass,0.11227424120010852
126,2025-05-19 07:51:47.064194,Montreal,CA,45.501689,-73.567256,68,Mass,0.10558656599524852
127,2025-08-20 06:46:05.064194,Montreal,CA,45.501689,-73.567256,23,Mass,0.049531170722920737
128,2025-09-18 10:41:45.064194,Montreal,CA,45.501689,-73.567256,68,Mass,0.19814455580510315
129,2025-07-21 12:38:01.064194,Calgary,CA,51.044733,-114.071883,26,Mass,0.01
130,2025-03-14 14:47:49.064194,Mexico City,MX,19.432608,-99.133209,66,Mass,0.09142857729124747
131,2025-01-07 01:21:56.064194,Calgary,CA,51.044733,-114.071883,35,Mass,0.19670727092037477
132,2024-12-30 10:32:00.064194,Toronto,CA,43.65107,-79.347015,74,Senior,0.06290156569777985
133,2025-02-09 17:16:09.064194,Mexico City,MX,19.432608,-99.133209,43,Mass,0.022418336162371627
134,2025-01-18 22:50:36.064194,Chicago,US,41.878113,-87.629799,29,Mass,0.0351564690123822
135,2024-12-09 20:32:53.064194,Chicago,US,41.878113,-87.629799,48,Mass,0.07237854259655169
136,2025-03-06 14:23:27.064194,Mexico City,MX,19.432608,-99.133209,62,Senior,0.0597487993892832
137,2025-01-18 02:30:53.064194,London,UK,51.507351,-0.127758,41,Mass,0.10350830787093046
138,2025-06-17 01:41:01.064194,Vancouver,CA,49.282729,-123.120738,40,Mass,0.08999404099838315
139,2025-06-09 07:46:17.064194,Mexico City,MX,19.432608,-99.133209,48,Affluent,0.028487554311814572
140,2025-07-16 07:53:09.064194,London,UK,51.507351,-0.127758,57,Student,0.12184315962209648
141,2025-01-31 13:02:11.064194,Mexico City,MX,19.432608,-99.133209,68,Mass,0.08469872654295882
142,2025-09-11 05:18:24.064194,Vancouver,CA,49.282729,-123.120738,48,Affluent,0.016687622280617487
143,2025-07-26 14:56:00.064194,San Francisco,US,37.774929,-122.419418,27,Student,0.1793932290011046
144,2025-04-19 15:30:36.064194,Vancouver,CA,49.282729,-123.120738,59,Mass,0.14160406660176972
145,2025-01-25 13:31:25.064194,Vancouver,CA,49.282729,-123.120738,59,Affluent,0.14581241394912323
146,2025-08-10 17:05:49.064194,New York,US,40.712776,-74.005974,25,Mass,0.10415598927696139
147,2025-02-09 02:02:18.064194,Calgary,CA,51.044733,-114.071883,41,Student,0.15724996140066871
148,2025-05-06 02:20:05.064194,Mexico City,MX,19.432608,-99.133209,21,Affluent,0.10030611193516321
149,2025-02-18 17:53:10.064194,Calgary,CA,51.044733,-114.071883,30,Mass,0.1390382188628821
150,2025-02-23 13:23:28.064194,Calgary,CA,51.044733,-114.071883,48,Student,0.05108748417134453
151,2025-04-29 02:41:27.064194,Vancouver,CA,49.282729,-123.120738,74,Senior,0.023290750508058775
152,2025-04-23 08:34:14.064194,Paris,FR,48.856613,2.352222,28,Mass,0.1423254514311788
153,2025-08-31 14:11:19.064194,Calgary,CA,51.044733,-114.071883,71,Student,0.01
154,2025-05-14 00:37:33.064194,San Francisco,US,37.774929,-122.419418,27,Mass,0.03108556033104512
155,2025-01-24 22:09:49.064194,London,UK,51.507351,-0.127758,47,Senior,0.01
156,2024-12-21 23:07:54.064194,Mexico City,MX,19.432608,-99.133209,61,Mass,0.01
157,2025-04-16 18:39:24.064194,Montreal,CA,45.501689,-73.567256,28,Student,0.07446280118638712
158,2025-03-21 16:15:36.064194,San Francisco,US,37.774929,-122.419418,31,Affluent,0.018667281087303908
159,2024-12-07 23:40:42.064194,Toronto,CA,43.65107,-79.347015,34,Affluent,0.09278104374576482
160,2025-09-01 05:28:32.064194,Montreal,CA,45.501689,-73.567256,70,Student,0.1188826733735288
161,2024-12-21 13:26:12.064194,Montreal,CA,45.501689,-73.567256,73,Affluent,0.19231735280147966
162,2024-12-25 12:39:04.064194,Toronto,CA,43.65107,-79.347015,58,Affluent,0.09336337312349813
163,2025-06-23 20:27:36.064194,Paris,FR,48.856613,2.352222,24,Affluent,0.01
164,2025-06-06 13:17:20.064194,New York,US,40.712776,-74.005974,74,Mass,0.10478094752902256
165,2025-06-21 11:57:14.064194,Calgary,CA,51.044733,-114.071883,25,Mass,0.15454931703096234
166,2025-07-13 14:01:30.064194,San Francisco,US,37.774929,-122.419418,47,Mass,0.10023062463443655
167,2024-12-16 19:46:20.064194,New York,US,40.712776,-74.005974,56,Mass,0.01
168,2025-01-14 22:31:00.064194,San Francisco,US,37.774929,-122.419418,42,Mass,0.1503304257371085
169,2025-01-06 15:00:09.064194,Mexico City,MX,19.432608,-99.133209,53,Affluent,0.13544952812207997
170,2025-07-23 20:21:25.064194,London,UK,51.507351,-0.127758,48,Mass,0.028939423703263925
171,2025-08-05 03:26:31.064194,New York,US,40.712776,-74.005974,39,Mass,0.07182212044513515
172,2025-01-03 19:43:19.064194,Paris,FR,48.856613,2.352222,39,Senior,0.12577836289607564
173,2025-05-27 21:06:39.064194,Vancouver,CA,49.282729,-123.120738,25,Student,0.1695704083419724
174,2025-01-07 16:46:30.064194,Montreal,CA,45.501689,-73.567256,42,Mass,0.11283949317880443
175,2025-09-01 12:47:35.064194,Vancouver,CA,49.282729,-123.120738,25,Mass,0.1046621743866509
176,2025-06-03 17:12:04.064194,Calgary,CA,51.044733,-114.071883,59,Senior,0.11093223258546014
177,2025-04-11 00:50:44.064194,London,UK,51.507351,-0.127758,24,Student,0.1104534731917897
178,2025-02-11 11:29:18.064194,Paris,FR,48.856613,2.352222,34,Mass,0.1421349350123305
179,2025-01-16 14:42:22.064194,Mexico City,MX,19.432608,-99.133209,49,Student,0.1666205493655167
180,2025-03-20 17:45:38.064194,Mexico City,MX,19.432608,-99.133209,68,Mass,0.18021855449371638
181,2025-05-17 05:28:51.064194,Montreal,CA,45.501689,-73.567256,55,Mass,0.045802525037842864
182,2025-05-21 12:09:26.064194,New York,US,40.712776,-74.005974,52,Mass,0.046167788948403406
183,2025-05-15 22:11:50.064194,Calgary,CA,51.044733,-114.071883,74,Affluent,0.10793947480993729
184,2025-08-31 21:52:19.064194,Calgary,CA,51.044733,-114.071883,53,Affluent,0.08702769227650761
185,2025-01-02 00:40:12.064194,Toronto,CA,43.65107,-79.347015,73,Affluent,0.14989869408019246
186,2025-01-09 06:58:37.064194,Montreal,CA,45.501689,-73.567256,31,Mass,0.15462243757154798
187,2025-08-19 02:16:47.064194,New York,US,40.712776,-74.005974,20,Student,0.08457855649554205
188,2025-06-29 18:04:59.064194,San Francisco,US,37.774929,-122.419418,58,Mass,0.07847994983754746
189,2024-12-25 17:53:04.064194,London,UK,51.507351,-0.127758,52,Mass,0.17408222572021115
190,2025-08-20 16:39:39.064194,Calgary,CA,51.044733,-114.071883,55,Mass,0.11316647733161662
191,2025-01-15 08:46:27.064194,Toronto,CA,43.65107,-79.347015,57,Mass,0.08506854043032866
192,2025-03-14 19:05:45.064194,Toronto,CA,43.65107,-79.347015,49,Mass,0.1415723241680099
193,2025-04-12 23:21:24.064194,Vancouver,CA,49.282729,-123.120738,44,Student,0.010619067603845594
194,2025-09-06 03:59:05.064194,New York,US,40.712776,-74.005974,59,Affluent,0.13543227195025592
195,2025-08-23 03:29:16.064194,Chicago,US,41.878113,-87.629799,67,Affluent,0.07563462708322492
